air_humidity,leaf_temp,soil_ph,chlorophyll,light_lux,zone,pest_category
77.3366817852055,30.10381988287166,5.5477962485856205,55.49390011960969,6680.336385157939,Zone-A,Sehat
59.6017358309688,33.67335446396658,7.059237031223495,36.98297892880059,5265.534254176171,Zone-C,Sehat
71.34904374299595,24.18006519785982,6.0576864267274555,39.44015468133925,7235.358684317782,Zone-C,Sehat
88.84877751400765,30.147263487438238,7.941581504891879,54.75349112730265,9619.161392511613,Zone-B,Sehat
57.839067890441726,32.03958296788996,5.896757477852231,32.38224732893295,6229.889078362029,Zone-C,Sehat
50.86447398830817,25.53133469967426,5.02157886802358,39.77540341172214,8299.028828720797,Zone-D,Sehat
79.33978132986076,31.629799416795546,6.546919922059535,43.450503211225836,8024.327970527497,Zone-A,Sehat
52.407419363990826,32.12019877851108,5.452193252827813,35.61214845601713,9374.328834590922,Zone-C,Tungro
94.09731073576006,32.805443428213785,5.133483280455197,35.39742589832095,3712.1429379040496,Zone-C,Wereng
77.43291277094964,26.067477863747126,7.094807695843126,42.74586174040586,8618.615766279527,Zone-C,Sehat
71.16783587797875,30.86088567218802,7.19677784752537,52.63565174204567,9244.163028037496,Zone-B,Sehat
69.34966430109381,25.955292684326906,6.382097039349508,55.20698938642882,5142.103847580622,Zone-A,Sehat
75.7881796332619,31.60752503747992,7.030656550269732,59.3770527760852,4510.529556791746,Zone-A,Sehat
54.07809965240967,28.01865764689426,6.6147183447414015,32.21952150275157,9616.287277426301,Zone-C,Sehat
91.8508576468773,29.76807686885386,6.889403323165795,36.500466034379784,7021.0625771109435,Zone-C,Sehat
78.1538930848345,27.405919758597395,6.790111919563884,52.69889527152593,5045.411881931746,Zone-B,Sehat
58.2790323924909,24.105778050087714,6.9974682921667775,46.21796118166986,8334.621767453042,Zone-A,Sehat
75.31614741940983,24.314383884869727,5.5988919460195135,39.830393218872544,4435.79121292572,Zone-D,Layu_Fusarium
55.996542762485525,23.008395794407747,5.8061198601101,36.167689837417306,3411.2606885588966,Zone-C,Sehat
50.789872290124045,30.034944836381605,6.319889448523076,38.41432654927344,6351.7570863816445,Zone-D,Sehat
78.37326433462991,33.032299173389774,6.338384028257559,42.87866850902856,6529.696359284827,Zone-D,Sehat
79.18175038415575,22.270878741407053,7.323235134760713,35.31453658518098,8605.971858138704,Zone-A,Layu_Fusarium
76.2663462261537,22.861113527148596,6.102180977688596,58.92677867630252,5656.21884016344,Zone-D,Sehat
58.25674419620104,27.947070899937835,5.487515468177547,33.22765333799623,8516.692316042732,Zone-C,Layu_Fusarium
77.15434363226451,31.59036957018646,5.7543979114732275,59.567323034676576,4490.581434786707,Zone-C,Sehat
52.542992341603394,24.050199381255368,5.644200507152685,55.256798580020174,6602.945617422336,Zone-B,Sehat
77.4157260007365,25.53146715413952,7.194980057768066,42.69454852541217,3667.7822312057265,Zone-A,Sehat
74.93076585984285,25.016080616663494,6.411018843877946,52.1944900316463,5083.567607332771,Zone-A,Sehat
79.48646738775948,27.187665842725004,7.125892093912951,50.14545731089158,8860.317582662808,Zone-D,Sehat
90.29640225885773,24.924982801228424,6.24865904227288,36.39860753846793,3727.9055474860406,Zone-C,Blast
88.26611473577915,26.58378282108179,7.669206807511715,40.17210258356839,8481.915703194143,Zone-C,Sehat
94.12943862031425,31.471053782605274,7.9505609231682035,45.39367688416374,4262.973262779249,Zone-B,Sehat
93.93084648214588,29.94312022990446,7.009527526107835,49.135325396631806,2275.9177574356295,Zone-D,Sehat
84.75438620181887,23.055362170092007,7.591437671708657,46.286849440698646,2879.47656045477,Zone-C,Blast
93.03888299799776,30.290693661194332,6.523799801516188,44.189623830194215,7967.036362566305,Zone-A,Wereng
89.02777486501003,28.202003230269774,7.803862521061724,43.294568203647,4096.567412017186,Zone-B,Sehat
82.74121024527378,34.149352471192806,7.494759457018484,44.94793497885054,7233.164737930178,Zone-A,Sehat
53.392291458968984,25.76095612235269,7.975335715298117,43.03054559537911,7593.591222057865,Zone-B,Sehat
52.20724497214495,31.44016345608908,6.8692812059833415,46.23990232637148,4760.9477154774795,Zone-A,Sehat
87.69198053775966,31.50119069957941,7.337620220804686,56.63955897140001,5799.351897689122,Zone-D,Wereng
72.03451360422642,24.879510153119437,6.628604419934641,48.98487939163835,5230.136723646485,Zone-C,Sehat
86.65730079687144,33.74190712462217,5.7773603128142685,51.678626249656205,9578.791970836272,Zone-A,Wereng
64.08132217948487,28.38538160558484,6.064265513389273,47.9244940119233,4559.590898812699,Zone-D,Sehat
67.89424362453558,30.825483769560933,7.682016244193949,49.290530472420066,3466.584337799686,Zone-A,Sehat
81.50840244553694,23.89612226548556,5.167843839795862,47.350494853445404,4924.742743004626,Zone-D,Sehat
91.1897031619442,25.3514509208956,6.7744396582232245,30.805995665874697,7356.1256608160975,Zone-B,Blast
53.949266351549866,29.6193925331839,6.117452097512325,59.987951466000595,7578.901522891722,Zone-D,Sehat
88.76651650855729,26.147354488853544,6.160077614016667,31.0082772063869,9392.458522880055,Zone-A,Wereng
85.68557261957145,28.496007941422654,7.653713619241302,41.85444024700961,9054.035879006475,Zone-C,Sehat
64.19926718284346,26.86206759185276,7.56146712363868,33.153470348968,4306.564163338204,Zone-B,Tungro
65.98474763592019,30.327199356372624,6.796527126717406,32.90785351322798,5641.305991740772,Zone-B,Sehat
52.090766474985934,28.332889716150515,5.818756542213002,53.80580855023451,7978.151905467472,Zone-D,Sehat
50.70832750025231,22.059929167651187,6.426369038486072,42.77777338074231,9332.2982448162,Zone-A,Sehat
71.46527568609781,30.445850893289993,6.224880181367649,54.034161248962945,4697.320102855135,Zone-D,Sehat
54.299284047378976,27.487580241652363,6.060854087607486,38.18359412042494,5555.531473415967,Zone-B,Sehat
58.73008164868459,26.4420784263729,5.3083567356718895,37.69388375418704,9195.82616362887,Zone-C,Sehat
88.10452397869986,23.223907779681905,6.629341660145961,37.536941454433865,4867.870985267382,Zone-D,Blast
75.69627760627036,24.86480597736439,5.905493893623451,48.484368792237575,5844.103889533886,Zone-A,Sehat
78.5134596769751,24.909039790551095,6.9824238287825855,54.449981695368,9236.033129744632,Zone-D,Sehat
58.436569887436406,34.159803492261474,5.957611807476592,43.56783030225722,8417.945743918786,Zone-D,Sehat
87.28978120044889,27.622668671705107,6.293490479404405,41.37746671923247,3947.447400078422,Zone-D,Tungro
89.05908975978863,22.54685601379721,5.1570811225832225,59.207386626049484,4598.360523295467,Zone-C,Blast
73.54974171708696,23.804616869163173,7.9776142097164335,33.502621080349165,4823.669819674713,Zone-A,Layu_Fusarium
91.0650997345397,23.027424784527856,6.522831149825528,44.59898046134678,9301.90778744848,Zone-A,Blast
88.01728812295617,29.655302072693747,5.072712782492518,42.25463259544303,9991.469896836312,Zone-B,Sehat
82.9095879503497,24.42607939036875,6.623691976283432,32.943797897606714,8192.03441724352,Zone-B,Sehat
83.03341620621329,28.481249323663086,7.611061997916949,38.046010862646575,5874.610419948052,Zone-D,Layu_Fusarium
54.74270632778885,26.810806817309683,7.317656402798608,30.85323637737336,2081.390544539832,Zone-B,Sehat
62.18762169630496,32.45039290287459,7.102720052388362,56.30862866948871,7579.9044527836595,Zone-A,Sehat
53.008124891795426,26.16636528444971,5.418393963797104,48.235485869712036,5114.889315982277,Zone-D,Sehat
50.39065441518389,27.957451271158508,6.973211236962417,54.45055493610752,7063.891761828843,Zone-B,Sehat
57.12392891227596,31.376712131771736,7.298895134036781,45.6466335720897,6853.55170769943,Zone-C,Sehat
89.6219232191123,27.63356569009831,6.71725719189649,47.98529488265683,5846.656452595098,Zone-B,Sehat
60.794332656622316,32.31180196817146,7.678247013561055,51.02563433427495,9555.099181810583,Zone-C,Sehat
93.65692831662747,30.60189663107664,5.8309693453546565,57.240348823926446,2185.1707628427334,Zone-B,Sehat
76.87809498025428,27.33687848130731,5.726434099217752,32.752556634775374,7697.059875780706,Zone-A,Tungro
60.67663194356106,28.551765033922713,7.608709234827938,39.92845184207181,5278.718946396368,Zone-B,Sehat
72.37088615678957,34.573644925948514,6.876194728974357,51.27078572100001,7710.32360393289,Zone-C,Sehat
59.85926702150519,30.6009494546091,5.004341661562998,58.75051689004178,7401.757180317056,Zone-C,Sehat
94.27881011820682,33.76493793764023,6.059394225533158,59.42422285470016,2081.904020607963,Zone-B,Layu_Fusarium
88.12692427572338,24.323860545123836,7.573567957444023,49.14309027411787,4282.70796139737,Zone-D,Blast
51.18074549520481,28.282070031186976,5.08195853492523,35.80795433264602,3512.7321640302434,Zone-C,Tungro
92.6499214160362,33.81260170798566,5.0097437847845265,33.5762673424187,3335.8908235399385,Zone-A,Wereng
82.44792982862992,26.19395679873843,5.843777871575389,58.38130932841276,7827.813472969062,Zone-B,Sehat
53.707156340957525,34.57963457590347,7.742000111027833,43.017830683875225,3916.410792744997,Zone-C,Sehat
80.17869858469005,23.26200737615755,7.704432744410049,35.844480997880545,5797.900919898407,Zone-B,Layu_Fusarium
79.11170140845584,33.73472521357548,6.556285837404523,58.01677547332804,3975.911962285436,Zone-B,Sehat
59.84549356134126,27.787757586856163,6.659710613418868,33.13572814692935,6641.870587482639,Zone-D,Layu_Fusarium
84.13010150034091,22.95867414683509,5.996024033951566,51.88713290571225,7764.590144479744,Zone-B,Blast
53.91791164908352,33.433780703619135,5.73120998608343,48.75789082630003,4648.597909585412,Zone-B,Sehat
72.02503315540615,25.275222761318474,7.445665562636355,32.63203993142675,6824.166786296976,Zone-B,Layu_Fusarium
50.44654432233896,22.289251631437928,5.318884581498924,40.16246386918326,8598.838195309912,Zone-A,Sehat
93.59318700026358,23.7654923723995,6.462063112635907,34.49792068620032,2753.7942813159334,Zone-B,Blast
83.82036342996092,30.5684916446969,6.903191778491253,48.134957775994835,7685.36479233017,Zone-A,Sehat
57.14834342718452,34.71154935879653,5.311040871113088,44.31339095032286,4585.159555483042,Zone-B,Sehat
65.37533179780773,23.44900781458572,6.5588212864170385,30.128253739814728,2981.1996521995543,Zone-D,Sehat
57.22530700136793,28.005324625621906,6.7325638637373295,59.27131698851724,6365.233660914791,Zone-D,Sehat
84.49778588581916,24.348275162317922,7.227488181522094,40.48753949668621,3810.098554141854,Zone-C,Blast
52.65033464424718,31.6854749433207,5.704508147442598,37.7461317851115,8570.894341353262,Zone-B,Sehat
87.81829950036715,23.534765696903584,5.879982509872275,36.67328867382308,2343.167276248609,Zone-D,Blast
92.39883524760785,25.117942730251563,6.7085634398991,34.76447688520703,2789.22317016718,Zone-D,Blast
80.44825742628349,24.55327757943793,7.949379229944842,59.9741122864953,6167.969007886535,Zone-B,Sehat
59.58344525006454,29.18275714477071,5.652479548460343,38.853284036448144,6711.534272615654,Zone-C,Sehat
66.20405431160978,33.35139319600822,7.957711481370392,42.16540491672845,7839.093316181975,Zone-A,Sehat
71.47579436640191,28.64417261503344,7.143027599163444,56.140677485342664,4074.0858260175505,Zone-D,Sehat
77.20811474910141,22.757164886029127,7.47824620889007,49.25662510628634,8734.083265706335,Zone-D,Sehat
80.08983904152593,29.324056097758806,5.268923804709018,41.060832352358176,9625.138718190265,Zone-A,Sehat
74.93966218934972,32.36777299113412,5.901260562291897,56.94985307771559,5992.314428758909,Zone-D,Sehat
65.8091264369835,23.718030564956194,5.173208838952943,52.491726066408006,8084.2509197584095,Zone-A,Sehat
90.09127762542064,22.945245786479692,6.114640985009526,36.83701522625099,6198.786836350342,Zone-A,Blast
53.66264261080812,24.441501108248396,7.943868979760156,49.312169837997615,2555.7362352976847,Zone-C,Tungro
70.98152244095728,31.69912219668116,5.315819186619016,57.67195494877204,4608.892102740969,Zone-A,Sehat
84.90041773103664,29.69184545391602,6.687118347113598,44.893826353512374,2699.89351701612,Zone-A,Sehat
52.73926993811304,29.027730501502734,5.018211868441437,52.00837208495001,9911.032954040107,Zone-A,Sehat
81.74008475650855,25.24323863021299,7.138048448132189,59.13311231967478,3832.2072965870175,Zone-A,Sehat
86.88702302389962,26.319075738209172,5.591578077116123,50.712424226856385,7087.20335532575,Zone-D,Sehat
79.73740843371735,34.55650516826345,5.388753611374288,33.07316069298242,4274.760815559499,Zone-A,Tungro
50.58216015239102,25.128127947482014,6.011053436482363,37.33678652793868,7225.969722847407,Zone-D,Sehat
58.106166220949284,33.72139050231615,7.313132893816944,47.85289312027947,3683.2135269638593,Zone-B,Sehat
65.39508855013779,29.546909557950578,5.319839258933633,38.26667446115718,8282.160527280597,Zone-B,Sehat
60.516051603712064,23.60285406282622,5.689516987396086,58.7262511616742,2886.492822693084,Zone-A,Sehat
93.31934631023424,28.075060916015886,5.025393264851928,42.16056102066521,9161.20320072224,Zone-C,Sehat
79.32172613512071,34.33113332569138,7.905244588086854,43.716912171970954,8723.373540326356,Zone-C,Sehat
63.36369308082067,27.44135277578566,6.776436799966591,51.048062804103516,7430.458749107084,Zone-D,Sehat
91.83638743994504,33.22402534226171,7.159698909154098,45.72749194025622,2539.317017142783,Zone-D,Wereng
83.3267389764284,25.333573030472202,6.954149513468043,41.46437900666305,3668.5522266314265,Zone-B,Blast
62.80732453221689,29.42198797340485,5.433093676609023,32.29913625463736,8874.892765528608,Zone-D,Tungro
67.04967062308799,32.97007675662566,6.784819816981982,47.893367685235916,2975.795474420761,Zone-C,Sehat
58.97429862367805,33.96894973520604,5.394246785423786,56.02740092382104,3247.4567704641604,Zone-B,Sehat
93.69832992196199,28.31570377296691,6.203709361889384,50.572873252801685,6352.026590044166,Zone-A,Sehat
73.2783423150533,30.315945327890578,6.706889407775879,41.444850301408565,4193.41951739475,Zone-D,Sehat
90.32255093740932,22.038741700170302,6.676643342306468,33.83178193869388,3776.605599551436,Zone-A,Blast
65.59248969575815,25.291902997674065,5.3572202779482225,54.49014560712732,6606.507454785445,Zone-D,Sehat
88.73787213938641,25.623257348710297,5.103307908939566,58.252450866936144,4980.613411664232,Zone-C,Sehat
52.42490817922238,23.2154091515076,7.394702941621441,41.64818972388794,3124.47917415735,Zone-D,Tungro
