avg_temp,rainfall,soil_moisture,ph,nitrogen,phosphorus,potassium,area_ha,week_of_planting,yield_ton_per_ha
27.745401188473625,2453.6006570213185,27.39702675793681,6.5669604174895655,96.36152989616566,54.977292111619164,15.407985109476513,3.302731566325308,7,7.972928879235111
33.50714306409916,721.4411866526314,51.113701319944035,6.692787199384923,45.82643578871635,25.342411629775047,58.27466386155473,1.1879998054015835,3,4.291846867158168
31.31993941811405,1345.0968566238894,34.75084654960402,6.232056531493031,68.07861681797273,59.34321793129606,62.21908666972064,4.301556621303027,9,6.8926888147545995
29.986584841970366,584.0493503428106,41.488382991748665,7.114214040639025,119.20159693968357,38.608921778771844,85.11977078447879,1.380988001359113,8,9.460624541086652
25.560186404424364,1979.8082415338606,79.37032000305935,6.5465724986005,88.66504233540373,18.92615751072018,57.88904227088805,4.695269648318513,1,8.84823998434988
25.559945203362027,2336.1531043983014,61.058854935520685,5.733495805537591,104.13567713051987,86.14921182799236,92.8998096366148,1.6275708113996652,13,10.82130539022975
24.580836121681994,1060.0746591009788,76.93884002282007,5.758130249658126,61.484760656054576,63.111777679821586,68.38709550857202,3.8024643797318385,2,7.774692208262183
32.66176145774935,2216.683353598242,28.553393301986937,6.5737182930052365,96.78609231258552,80.76891989031353,86.42858024879207,1.7809492707211643,2,8.943666146789402
30.011150117432088,1084.4364609237955,42.92836848995415,7.373140436141679,24.050917294132184,65.70420037599399,27.605647458658503,1.9300343386408874,10,3.5984380588072336
31.080725777960453,2321.5403232878307,53.283908196941255,6.116704243352397,32.2911182542245,41.773776910508474,87.70357107569674,1.895008337520374,9,5.899020443668903
24.205844942958024,2007.9238071935679,24.605483713324283,7.239082337718436,40.307059292006215,53.451605424660855,72.38722762772711,3.8655151431173747,12,4.230240547764394
33.699098521619945,2109.8135536828772,20.251246617677474,7.028191173157759,60.195192461521955,65.68100702603829,29.469807757258096,3.0056680308622687,9,3.7354506540184476
32.324426408004214,536.013111200909,60.22606002781505,5.995624885813814,104.57448783257632,87.01892439010781,31.129902442410923,4.473286051313737,9,8.727567079762716
26.123391106782762,2425.620714148052,58.50917100808612,5.572681496632485,54.62660507879305,34.025209434127234,93.75255261875881,1.8831772364182018,1,6.700671306219536
25.818249672071005,1953.3419841406464,44.6473285999767,5.703694530284766,85.46211935154629,80.62327939680883,17.738305638281695,3.6139663492553495,7,6.890233515080837
25.83404509853434,1109.5021907722667,49.37864456192196,6.95698786769488,90.93142948034834,84.30583539707021,54.315470180135016,3.888268698483998,15,9.132343508963007
27.042422429595376,2158.789329717694,44.926580035525376,5.899339476081293,78.61823540883414,65.28116359942175,41.64539964439864,1.181669508634812,12,7.68918892654858
29.24756431632238,1063.0423968298599,21.440302690693333,6.242541841010787,55.72419681701362,84.84499705510034,71.53158239986638,2.30265210793915,11,7.427830619937379
28.319450186421157,2245.507679132256,40.122296373047746,6.50339833201285,77.70533417135442,44.84089406080264,86.36849794336432,2.67267872457685,13,9.296443264171733
26.91229140198042,725.160780823874,30.62493532383739,6.950936336900326,54.22655927897462,86.47621320303321,45.63214033230841,2.1005932545246844,3,6.560499959318338
30.118528947223794,1907.3719549215914,25.905451346082124,5.7264624465182505,28.387373855201208,67.70871578744811,51.28667742244116,1.9495066818611215,11,4.1178339264560835
25.39493860652042,1581.3969532898207,77.403226033361,6.312732810554923,119.28039781860144,18.15043255641089,98.4630116826202,3.5888895229893887,9,11.262793761209412
26.92144648535218,693.0689403908816,55.96158350252993,6.470145818285391,32.71824536325109,83.01546238642895,81.63290332273223,1.4713987894676985,8,8.48790446313871
27.663618432936918,983.787656517678,63.71937705419616,6.58165412794308,27.234838383605734,51.33546067748944,91.26235112920227,3.6922583536300797,3,7.931441612920095
28.560699842170358,524.8080725546296,38.92182459596705,7.136721282790433,107.85307492071558,49.52452385833746,52.294788755388524,4.707698883758288,1,8.56398461045418
31.851759613930135,1437.5359309290116,43.588827769640915,5.843356390086434,50.18346608928951,57.48499544847257,34.89647733864979,3.04338884529988,9,4.444734410025378
25.996737821583597,1102.5305215200008,34.215439633803406,7.115662903653245,85.02969740735077,26.203841007842094,50.00839455784839,3.2514540653276334,13,6.151680807376197
29.142344384136116,1696.7149685955176,25.817940257925486,6.885756855393304,52.90057296622329,50.1874536425549,75.86781301567865,0.8101971595584009,10,6.535266717445827
29.924145688620424,1094.4756154172344,30.741898246495026,6.611741628397919,59.14542707944712,77.33454125383093,24.301584411058244,4.390146066280227,1,5.988219304056777
24.464504127199977,1099.8382230139694,67.85084271778915,6.899055740805144,46.21129720167965,16.16118443531365,37.98987397740325,1.784515042399395,15,4.642525288391671
30.075448519014383,1986.3863974632068,60.65274831102655,6.324035477903313,54.30440057930102,35.46878702432785,18.964051539235182,3.2677302448785417,3,5.757240209931217
25.705241236872915,596.2856719567069,52.81573255912861,5.776795171936249,61.070040058654314,15.184093983288317,51.74955775874118,4.906004763851611,13,5.072206927420057
24.650515929852794,2305.7899903839743,48.505392372006085,6.831530480530734,92.04160690923429,46.17834818623862,85.33288755826713,3.1797617025776352,6,8.661737965294673
33.48885537253334,2204.5277487823632,75.34605701936746,6.549344613371245,71.15361942347917,69.6236632870301,17.09641350533092,3.761192693589699,6,6.809511010276809
33.656320330745594,1835.609366452813,24.364096866720104,6.778749601085551,114.3565217156977,74.90788718359714,72.40249977860911,2.5039382820068834,14,8.321613095410255
32.08397348116461,1686.4431402147686,36.83604879427496,6.17599756205698,24.188039383877552,85.88923208452549,94.26214933366786,0.7716462958177581,11,5.906529336610605
27.046137691733705,2284.6049962793045,40.99627121424284,7.313733154679672,70.3068322632028,60.63784597280899,35.13886822845049,4.089197072704048,10,6.31974543357156
24.976721140063837,870.6603590574289,66.94554873276726,6.674739737151154,78.4224788831718,34.09701499896716,73.9589614618501,0.6574947856879355,4,8.471746784383052
30.842330265121568,657.9383243816573,79.55087720971828,5.670804968581748,112.01969860742739,84.31109618525242,97.88366159351703,3.6529602299953434,16,11.757895317421873
28.40152493739601,979.0203398190762,34.44023088542919,6.399607981408858,24.915852362142758,73.14868154102821,96.79363511295938,0.6031470791733662,2,7.275036849241625
25.22038234844779,2089.1565574003807,72.45844004822484,7.012712109487269,77.3499584935216,58.08213622523584,34.96898140747718,4.3803735645950175,16,7.941643130760608
28.951769101112703,569.3405334529666,69.83736562590748,7.088269123464545,105.3629928527957,67.1730161789202,23.52813952302584,1.2093621612484127,13,9.663678614866171
24.343885211152184,1665.6136701669793,33.479443858505995,6.489194105527518,44.19277281192366,84.32372662555719,27.604015721152855,2.81422172949148,10,5.148766903990994
33.09320402078782,2490.87503238262,43.95995481195335,7.289495141662602,107.62923485239375,68.42955213546912,74.67303182098209,3.187178170174163,6,8.096697889504444
26.58779981600017,2211.3921876750787,44.580372157551146,6.035336874388595,21.904340927429182,42.62808806885505,76.68950441352843,2.5589543331803544,10,5.232454390886377
30.62522284353982,1542.891378087179,78.6932401115935,6.321197394476533,93.24546291337298,68.47711517168224,72.31010773839691,2.0334357020699922,5,10.763889651818358
27.11711076089411,627.2818185732847,30.8535140827339,7.29719382113794,113.3113221168653,18.02086220515409,43.566662958090234,2.6051643328143728,13,6.974812066840153
29.200680211778106,2162.7470287714195,67.94947826628692,7.292513432943158,85.71976616400622,43.981167137293596,29.431039879440384,1.9013708924652142,6,7.711076239151176
29.467102793432797,1697.957016354421,40.051562850386595,6.871425537649362,63.902924398044796,45.47422738841844,64.36469281594151,2.471550561863884,7,7.072180579078584
25.84854455525527,729.8659941191337,63.85222074656962,7.2179610942444405,24.488101647271804,27.512867581562602,56.11283788941865,2.115108459491138,11,4.422026501897311
33.695846277645586,687.7145696467123,45.20066025773977,5.677546533912466,112.01138133226287,16.731411041382763,76.95090250539579,3.0479217057821537,16,6.910555446743373
